,en,fr,es,de,ru,pl
4608,severely,gravement,severamente,stark,строго,surowo
4609,sexuality,sexualité,sexualidad,Sexualität,сексуальность,seksualność
4610,sexy,sexy,sexy,sexy,сексуально,seksowny
4611,shaped,en forme,conformado,geformt,в форме,kształt
4612,shareholder,actionnaire,accionista,Aktionär,акционер,akcjonariusz
4613,shatter,briser,romper,zerschmettern,разбитый,roztrzaskać
4614,shed,hangar,cobertizo,Baracke,сбрасывать,szopa
4615,sheer,pur,escarpado,bloß,явный,zwykły
4616,shipping,expédition,envío,Versand,перевозки,wysyłka
4617,shocking,choquant,chocante,schockierend,шокирующий,wstrząsający
4618,shoot,tirer,disparar,schießen,стрелять,strzelać
4619,shore,rive,costa,Ufer,берег,brzeg
4620,shortage,pénurie,escasez,Mangel,нехватка,brak
4621,shortly,prochainement,dentro de poco,kurz,вскоре,wkrótce
4622,short-term,à court terme,Corto plazo,kurzfristig,короткий срок,krótkoterminowe
4623,shrink,rétrécir,encoger,schrumpfen,сокращать,kurczyć się
4624,shrug,hausser les épaules,encogimiento de hombros,zucken,пожимает плечами,wzruszać ramionami
4625,sibling,frère et sœur,hermano,Geschwister,брат или сестра,rodzeństwo
4626,sigh,soupir,suspiro,seufzen,вздох,westchnienie
4627,signature,signature,firma,Unterschrift,подпись,podpis
4628,significance,importance,significado,Bedeutung,значение,znaczenie
4629,simulate,simuler,simular,simulieren,симулировать,symulować
4630,simulation,simulation,simulación,Simulation,симуляция,symulacja
4631,simultaneously,simultanément,simultáneamente,gleichzeitig,одновременно,jednocześnie
4632,sin,péché,pecado,Sünde,грех,grzech
4633,situated,situé,situado,gelegen,расположен,położony
4634,sketch,esquisser,bosquejo,skizzieren,набросок,naszkicować
4635,skilled,qualifié,experto,qualifiziert,квалифицированный,wykwalifikowany
4636,skip,sauter,saltar,überspringen,пропускать,pominąć
4637,skull,crâne,cráneo,Schädel,череп,czaszka
4638,slam,claquer,golpe,zuschlagen,шлем,zatrzasnąć
4639,slap,gifler,bofetada,schlagen,шлепок,policzkować
4640,slash,sabrer,barra oblicua,Schrägstrich,чертов,ciąć
4641,slavery,esclavage,esclavitud,Sklaverei,рабство,niewolnictwo
4642,slogan,slogan,eslogan,Slogan,лозунг,slogan
4643,slot,fente,ranura,Slot,слот,szczelina
4644,smash,fracasser,smash,zerschlagen,разгромить,rozbić
4645,snap,instantané,quebrar,Schnappnahme,щелчок,pstryknąć
4646,soak,tremper,remojar,einweichen,замачивать,moczyć
4647,soar,monter,remontarse,steigen,проходить,szybować
4648,so-called,soi-disant,así llamado,so genannt,так называемый,tak zwane
4649,socialist,socialiste,socialista,Sozialist,социалистический,socjalista
4650,sole,seul,único,"Sohle, einzig, alleinig",подошва,podeszwa
4651,solely,uniquement,únicamente,nur,исключительно,wyłącznie
4652,solicitor,solliciteur,abogado,Rechtsanwalt,адвокат,adwokat
4653,solidarity,solidarité,solidaridad,Solidarität,Солидарность,solidarność
4654,solo,solo,solo,Solo,соло,solo
4655,somehow,d'une manière ou d'une autre,de alguna manera,irgendwie,как-то,jakoś
4656,sometime,un jour,a veces,irgendwann,когда -нибудь,kiedyś
4657,sophisticated,sophistiqué,sofisticado,anspruchsvoll,сложный,wyrafinowany
4658,sound,son,sonido,Klang,звук,dźwięk
4659,sovereignty,souveraineté,soberanía,Souveränität,суверенитет,suwerenność
4660,spam,courrier indésirable,correo basura,Spam,спам,Spam
4661,span,portée,durar,Spanne,охватывать,przęsło
4662,spare,de rechange,repuesto,Ersatzteil,запасной,zapasowy
4663,spark,étincelle,chispa,Funke,искра,iskra
4664,specialize,spécialiser,especializarse,spezialisiert,специализироваться,specjalizować
4665,specialized,spécialisé,especializado,spezialisiert,специализирован,wyspecjalizowane
4666,specification,spécification,especificación,Spezifikation,спецификация,specyfikacja
4667,specify,spécifier,especificar,angeben,указать,sprecyzować
4668,specimen,spécimen,muestra,Probe,образец,próbka
4669,spectacle,spectacle,espectáculo,Schauspiel,зрелище,spektakl
4670,spectacular,spectaculaire,espectacular,spektakulär,зрелищный,spektakularny
4671,spectator,spectateur,espectador,Zuschauer,зритель,widz
4672,spectrum,spectre,espectro,Spektrum,спектр,widmo
4673,speculate,spéculer,especular,spekulieren,спекулировать,spekulować
4674,speculation,spéculation,especulación,Spekulation,спекуляция,spekulacja
4675,spell,épeler,deletrear,Fluch,заклинание,zaklęcie
4676,sphere,sphère,esfera,Kugel,сфера,kula
4677,spice,pimenter,condimentar,würzen,специя,przyprawa
4678,spill,répandre,derramar,verschütten,разливать,wylać
4679,spin,rotation,girar,drehen,вращаться,kręcić się
4680,spine,colonne vertébrale,columna vertebral,Wirbelsäule,позвоночник,kręgosłup
4681,spite,dépit,despecho,Trotz,злобной,uraza
4682,spoil,gâcher,arruinar,verderben,портиться,zepsuć
4683,spokesman,porte-parole,portavoz,Sprecher,Пресс -секретарь,rzecznik
4684,spokesperson,porte-parole,portavoz,Sprecher,представитель,rzecznik
4685,spokeswoman,porte-parole,portavoz,Sprecherin,Пресс -секретарь,Rzeczniczka
4686,sponsorship,parrainage,patrocinio,Sponsoring,спонсорство,Sponsoring
4687,sporting,sportif,deportivo,Sporting,спортивный,sportowy
4688,spotlight,mettre en lumière,destacar,Scheinwerfer,прожектор,reflektor
4689,spouse,conjoint,cónyuge,Ehepartner,супруг,współmałżonek
4690,spy,espionner,espiar,Spion,шпион,szpieg
4691,squad,équipe,equipo,Kader,отряд,drużyna
4692,squeeze,presser,estrujar,quetschen,сжимать,ściśnięcie
4693,stab,poignarder,puñalada,stechen,нанести удар,zasztyletować
4694,stability,stabilité,estabilidad,Stabilität,стабильность,stabilność
4695,stabilize,stabiliser,estabilizar,stabilisieren,стабилизировать,ustabilizować
4696,stake,miser,apostar,Einsatz,доля,stawka
4697,stall,décrochage,parar,Stall,ларек,stoisko
4698,stance,position,postura,Haltung,позиция,pozycja sportowa
4699,standing,debout,de pie,Stehen,стоящий,na stojąco
4700,stark,rigide,rígido,Stark,Старк,sztywny
4701,starve,affamer,morir de hambre,verhungern,голодать,głodować
4702,statistical,statistique,estadístico,statistisch,статистический,statystyczny
4703,steadily,constamment,continuamente,ständig,неуклонно,stale
4704,steam,vapeur,vapor,Dampf,пар,para
4705,steer,diriger,buey,steuern,укреплять,sterować
4706,stem,tige,provenir,Stängel,корень,trzon
4707,stereotype,stéréotype,estereotipo,Stereotyp,стереотип,stereotyp
4708,stimulate,stimuler,estimular,stimulieren,стимулировать,stymulować
4709,stimulus,stimulus,estímulo,Stimulus,стимул,bodziec
4710,stir,remuer,remover,Aufsehen,помешивать,zamieszać
4711,storage,stockage,almacenamiento,Lagerung,хранилище,składowanie
4712,straightforward,direct,directo,einfach,простой,prosty
4713,strain,souche,cepa,Beanspruchung,напряжение,napięcie
4714,strand,brin,hebra,Strand,нить,pasmo
4715,strategic,stratégique,estratégico,strategisch,стратегический,strategiczny
4716,strengthen,renforcer,fortalecer,stärken,укреплять,wzmacniać
4717,strictly,strictement,estrictamente,streng,строго,rygorystycznie
4718,striking,frappant,llamativo,streikend,поразительный,uderzający
4719,strip,bande,banda,Streifen,полоска,pas
4720,strip,bande,banda,Streifen,полоска,pas
4721,strive,aspirer,esforzarse,streben,стремиться,starać się
4722,stroke,accident vasculaire cérébral,ataque,Schlaganfall,гладить,udar
4723,structural,de construction,estructural,strukturell,структурный,strukturalny
4724,stumble,trébucher,tropezón,stolpern,спотыкаться,potknąć się
4725,stun,étourdir,aturdir,betäuben,оглушающий,oszołomić
4726,stunning,superbe,impresionante,atemberaubend,оглушительный,zachwycający
4727,submission,soumission,envío,Vorlage,подчинение,przedłożona praca
4728,subscriber,abonné,abonado,Teilnehmer,подписчик,abonent
4729,subscription,abonnement,suscripción,Abonnement,подписка,prenumerata
4730,subsequent,ultérieur,posterior,nachfolgend,последующий,późniejszy
4731,subsequently,ensuite,después,anschließend,впоследствии,następnie
4732,subsidy,subvention,subvención,Subvention,субсидия,subsydium
4733,substantial,substantiel,sustancial,substanziell,существенный,istotny
4734,substantially,substantiellement,sustancialmente,im Wesentlichen,существенно,istotnie
4735,substitute,remplaçant,sustituto,Ersatz,заменять,zastąpić
4736,substitution,substitution,sustitución,Auswechslung,замена,podstawienie
4737,subtle,subtil,sutil,subtil,тонкий,subtelny
4738,suburb,banlieue,suburbio,Vorort,пригород,przedmieście
4739,suburban,de banlieue,suburbano,Vorort-,пригородный,podmiejski
4740,succession,succession,sucesión,Folge,последовательность,dziedziczenie
4741,successive,successif,sucesivo,aufeinanderfolgend,последовательно,kolejny
4742,successor,successeur,sucesor,Nachfolger,преемник,następca
4743,suck,sucer,chupar,saugen,сосать,ssać
4744,sue,poursuivre en justice,demandar,verklagen,Сью,pozwać
4745,suffering,souffrance,sufrimiento,leiden,страдания,cierpienie
4746,sufficient,suffisant,suficiente,ausreichend,достаточный,wystarczający
4747,sufficiently,suffisamment,suficientemente,ausreichend,достаточно,wystarczająco
4748,suicide,suicide,suicidio,Selbstmord,самоубийство,samobójstwo
4749,suite,suite,suite,Suite,набор,apartament
4750,summit,sommet,cumbre,Gipfel,саммит,szczyt
4751,super,super,súper,super,супер,Super
4752,superb,superbe,magnífico,hervorragend,превосходный,wspaniały
4753,superior,supérieur,superior,Vorgesetzter,начальство,znakomity
4754,supervise,superviser,supervisar,überwachen,контролировать,dozorować
4755,supervision,surveillance,supervisión,Aufsicht,надзор,nadzór
4756,supervisor,superviseur,supervisor,Aufsicht,руководитель,kierownik
4757,supplement,supplément,suplemento,ergänzen,добавка,uzupełnienie
4758,supportive,solidaire,de apoyo,unterstützend,Поддерживающий,wspierający
4759,supposedly,soi-disant,según cabe suponer,angeblich,предположительно,rzekomo
4760,suppress,réprimer,reprimir,unterdrücken,подавить,stłumić
4761,supreme,suprême,supremo,höchste,верховный,najwyższy
4762,surge,surtension,aumento,Anstieg,всплеск,wzrost
4763,surgeon,chirurgien,cirujano,Chirurg,хирург,chirurg
4764,surgical,chirurgical,quirúrgico,chirurgisch,хирургический,chirurgiczny
4765,surplus,surplus,superávit,Überschuss,избыток,nadwyżka
4766,surrender,se rendre,rendirse,aufgeben,сдаваться,poddać się
4767,surveillance,surveillance,vigilancia,Überwachung,наблюдение,nadzór
4768,survival,survie,supervivencia,Überleben,выживание,przetrwanie
4769,survivor,survivant,sobreviviente,Überlebende,Выживший,niedobitek
4770,suspend,suspendre,suspender,aussetzen,приостановить,wstrzymać
4771,suspension,suspension,suspensión,Suspension,приостановка,zawieszenie
4772,suspicion,soupçon,sospecha,Verdacht,подозрение,podejrzenie
4773,suspicious,suspect,sospechoso,verdächtig,подозрительный,podejrzany
4774,sustain,soutenir,sostener,aufrechterhalten,поддерживать,podtrzymywać
4775,sustainable,durable,sostenible,nachhaltig,устойчивый,zrównoważony
4776,swallow,avaler,tragar,schlucken,глотать,połykać
4777,swing,balançoire,balancearse,Swing,качать,huśtać się
